Date,Time,Latitude ,Longitude ,Depth ,Temperature ,Salinity ,Fluorescence
2015/08/01,04:02:36,1.70926966667,174.3658885,    2.3064,30.5867,34.4020,   0.1264
2015/08/01,04:02:38,1.70921083333,174.365916833,    2.7867,30.5927,34.3944,   0.0531
2015/08/01,04:02:40,1.7091565,174.365943667,    3.1846,30.5628,34.3970,   0.0543
2015/08/01,04:02:42,1.70911133333,174.365962,    3.9582,30.4941,34.3862,   0.0552
2015/08/01,04:02:44,1.70906883333,174.365978,    5.2567,30.3885,34.3965,   0.0603
2015/08/01,04:02:46,1.70902183333,174.365999333,    6.5035,30.3685,34.4001,   0.0633
2015/08/01,04:02:48,1.7089715,174.3660255,    7.4378,30.3580,34.3968,   0.0632
2015/08/01,04:02:50,1.70892016667,174.366048333,    8.3815,30.3510,34.3982,   0.0648
2015/08/01,04:02:52,1.70887433333,174.366064,    9.4329,30.3384,34.4040,   0.0700
2015/08/01,04:02:54,1.70882633333,174.366079,   10.5134,30.3320,34.3982,   0.0627
2015/08/01,04:02:56,1.70877433333,174.366100333,   11.4477,30.3264,34.4050,   0.0655
2015/08/01,04:02:58,1.70872466667,174.366124833,   12.3013,30.3222,34.4002,   0.0656
2015/08/01,04:03:00,1.70867416667,174.3661465,   13.0506,30.3179,34.4083,   0.0835
2015/08/01,04:03:02,1.70862666667,174.366164333,   13.9800,30.3156,34.4045,   0.0682
2015/08/01,04:03:04,1.70858083333,174.366182333,   14.8691,30.3105,34.4065,   0.0713
2015/08/01,04:03:06,1.70853683333,174.366204167,   15.7402,30.3099,34.4110,   0.0712
2015/08/01,04:03:08,1.70848983333,174.366229833,   16.3741,30.3090,34.4103,   0.0739
2015/08/01,04:03:10,1.70843966667,174.366253333,   16.9691,30.3087,34.4061,   0.0710
2015/08/01,04:03:12,1.70838883333,174.366275167,   17.6418,30.3068,34.4157,   0.0698
2015/08/01,04:03:14,1.708342,174.366301167,   18.2209,30.3068,34.4152,   0.0700
2015/08/01,04:03:16,1.70830033333,174.366331667,   18.9268,30.3056,34.4167,   0.0699
2015/08/01,04:03:18,1.70825966667,174.366359667,   19.7576,30.3021,34.4156,   0.0721
2015/08/01,04:03:20,1.708218,174.366388167,   20.5135,30.3015,34.4228,   0.0694
2015/08/01,04:03:22,1.70817116667,174.366417333,   21.0566,30.3019,34.4223,   0.0718
2015/08/01,04:03:24,1.70812283333,174.366446,   21.5592,30.3020,34.4290,   0.0710
2015/08/01,04:03:26,1.70807833333,174.366478667,   22.0104,30.3018,34.4248,   0.0755
2015/08/01,04:03:28,1.70803966667,174.3665145,   22.7053,30.3012,34.4304,   0.0718
2015/08/01,04:03:30,1.70800416667,174.366551833,   23.5156,30.2991,34.4404,   0.0764
2015/08/01,04:03:32,1.7079655,174.366582833,   24.3137,30.2963,34.4431,   0.0735
2015/08/01,04:03:34,1.70792016667,174.366611833,   24.8178,30.2944,34.4492,   0.0738
2015/08/01,04:03:36,1.70787616667,174.36665,   25.0777,30.2936,34.4550,   0.0737
2015/08/01,04:03:38,1.7078415,174.366697167,   25.4910,30.2929,34.4617,   0.0880
2015/08/01,04:03:40,1.70780566667,174.3667375,   26.1549,30.2877,34.4671,   0.0798
2015/08/01,04:03:42,1.70776483333,174.366767333,   26.8618,30.2842,34.4641,   0.0833
2015/08/01,04:03:44,1.70772483333,174.366800667,   27.4221,30.2794,34.4677,   0.0789
2015/08/01,04:03:46,1.70768966667,174.366844667,   27.8141,30.2764,34.4695,   0.0765
2015/08/01,04:03:48,1.70765233333,174.366888667,   28.1829,30.2747,34.4683,   0.0760
2015/08/01,04:03:50,1.70761283333,174.366923667,   28.7671,30.2714,34.4657,   0.0819
2015/08/01,04:03:52,1.70757533333,174.366957833,   29.4542,30.2654,34.4679,   0.0790
2015/08/01,04:03:54,1.707536,174.3669915,   29.9870,30.2606,34.4637,   0.0786
2015/08/01,04:03:56,1.7074965,174.367027833,   30.3873,30.2590,34.4688,   0.0790
2015/08/01,04:03:58,1.707454,174.367067667,   30.6379,30.2572,34.4630,   0.0744
2015/08/01,04:04:00,1.70741166667,174.367105,   31.0570,30.2530,34.4691,   0.0755
2015/08/01,04:04:02,1.70736866667,174.367135333,   31.5487,30.2475,34.4708,   0.0759
2015/08/01,04:04:04,1.70733116667,174.367164,   32.3518,30.2438,34.4740,   0.0840
2015/08/01,04:04:06,1.70729266667,174.367198,   32.8726,30.2418,34.4726,   0.0791
2015/08/01,04:04:08,1.70724966667,174.3672355,   33.1797,30.2408,34.4763,   0.0847
2015/08/01,04:04:10,1.70720366667,174.367268167,   33.4998,30.2401,34.4724,   0.0803
2015/08/01,04:04:12,1.707158,174.367295167,   33.9958,30.2368,34.4762,   0.0854
2015/08/01,04:04:14,1.70711616667,174.367323167,   34.4743,30.2345,34.4736,   0.0841
2015/08/01,04:04:16,1.70707483333,174.367353667,   34.9312,30.2337,34.4713,   0.0860
2015/08/01,04:04:18,1.7070325,174.367382,   35.4932,30.2324,34.4704,   0.0832
2015/08/01,04:04:20,1.7069885,174.367406667,   36.0662,30.2288,34.4717,   0.0793
2015/08/01,04:04:22,1.70694166667,174.367433667,   36.4943,30.2273,34.4757,   0.0882
2015/08/01,04:04:24,1.70689466667,174.367462,   36.8386,30.2268,34.4718,   0.0852
2015/08/01,04:04:26,1.7068475,174.367487333,   37.1631,30.2256,34.4740,   0.0860
2015/08/01,04:04:28,1.70680116667,174.36751,   37.6687,30.2239,34.4787,   0.0837
2015/08/01,04:04:30,1.70675483333,174.367529667,   38.1639,30.2215,34.4781,   0.0884
2015/08/01,04:04:32,1.70671283333,174.3675515,   38.6530,30.2190,34.4740,   0.0889
2015/08/01,04:04:34,1.70666666667,174.367576667,   38.9787,30.2176,34.4778,   0.0993
2015/08/01,04:04:36,1.70662,174.367604667,   39.2813,30.2166,34.4802,   0.0887
2015/08/01,04:04:38,1.70656983333,174.367625833,   39.6601,30.2159,34.4790,   0.0881
2015/08/01,04:04:40,1.70652533333,174.367645833,   40.1170,30.2142,34.4811,   0.0870
2015/08/01,04:04:42,1.7064845,174.367670833,   40.6135,30.2130,34.4797,   0.0904
2015/08/01,04:04:44,1.70643766667,174.367694167,   40.9467,30.2115,34.4796,   0.0887
2015/08/01,04:04:46,1.706391,174.3677185,   41.3391,30.2104,34.4829,   0.0974
2015/08/01,04:04:48,1.7063455,174.367739,   41.7982,30.2095,34.4824,   0.0914
2015/08/01,04:04:50,1.70630133333,174.3677625,   42.1329,30.2082,34.4783,   0.0857
2015/08/01,04:04:52,1.70625483333,174.367790167,   42.3172,30.2074,34.4803,   0.0917
2015/08/01,04:04:54,1.70620633333,174.367818,   42.5771,30.2075,34.4854,   0.0983
2015/08/01,04:04:56,1.70616183333,174.367845333,   43.1060,30.2057,34.4805,   0.0880
2015/08/01,04:04:58,1.70612483333,174.367868167,   43.7210,30.2041,34.4831,   0.1016
2015/08/01,04:05:00,1.70608066667,174.367888333,   44.1960,30.2010,34.4831,   0.1072
2015/08/01,04:05:02,1.706029,174.367911333,   44.2734,30.2017,34.4795,   0.0943
2015/08/01,04:05:04,1.70598283333,174.367945667,   44.4159,30.2004,34.4841,   0.0978
2015/08/01,04:05:06,1.70593716667,174.367979,   44.6763,30.1993,34.4859,   0.0979
2015/08/01,04:05:08,1.70589466667,174.368,   45.1761,30.1984,34.4832,   0.0952
2015/08/01,04:05:10,1.70585133333,174.368019667,   45.7551,30.1939,34.4819,   0.0967
2015/08/01,04:05:12,1.705812,174.368046,   46.2589,30.1884,34.4777,   0.0947
2015/08/01,04:05:14,1.70576683333,174.368076333,   46.4498,30.1867,34.4842,   0.0957
2015/08/01,04:05:16,1.70571716667,174.368107333,   46.6157,30.1852,34.4856,   0.0946
2015/08/01,04:05:18,1.7056685,174.3681345,   46.8269,30.1838,34.4851,   0.1025
2015/08/01,04:05:20,1.70562483333,174.368156333,   47.3242,30.1811,34.4822,   0.0949
2015/08/01,04:05:22,1.70558433333,174.368182667,   47.8317,30.1785,34.4835,   0.0980
2015/08/01,04:05:24,1.705545,174.368211,   48.3539,30.1763,34.4739,   0.0942
2015/08/01,04:05:26,1.705499,174.368237167,   48.6398,30.1741,34.4858,   0.1000
2015/08/01,04:05:28,1.70545116667,174.368262833,   48.8592,30.1727,34.4830,   0.1008
2015/08/01,04:05:30,1.70540616667,174.368293833,   49.0339,30.1726,34.4834,   0.1001
2015/08/01,04:05:32,1.7053645,174.368322833,   49.5003,30.1695,34.4851,   0.1024
2015/08/01,04:05:34,1.7053215,174.368345667,   49.9964,30.1653,34.4833,   0.0996
2015/08/01,04:05:36,1.70528116667,174.3683735,   50.4590,30.1606,34.4846,   0.0965
2015/08/01,04:05:38,1.70523866667,174.368404667,   50.7562,30.1571,34.4793,   0.1034
2015/08/01,04:05:40,1.70519383333,174.368434333,   51.0073,30.1527,34.4855,   0.1014
2015/08/01,04:05:42,1.70514416667,174.368459333,   51.1531,30.1526,34.4798,   0.0966
2015/08/01,04:05:44,1.70510133333,174.368486,   51.5528,30.1382,34.4805,   0.1008
2015/08/01,04:05:46,1.70506466667,174.368520167,   52.0245,30.1266,34.4790,   0.1017
2015/08/01,04:05:48,1.70502533333,174.3685485,   52.5439,30.1221,34.4820,   0.1021
2015/08/01,04:05:50,1.7049795,174.368575333,   52.7729,30.1216,34.4773,   0.1038
2015/08/01,04:05:52,1.70493283333,174.368606,   52.9390,30.1215,34.4793,   0.1096
2015/08/01,04:05:54,1.704888,174.368636333,   53.1670,30.1220,34.4807,   0.1105
2015/08/01,04:05:56,1.704848,174.368665667,   53.5741,30.1227,34.4839,   0.1071
2015/08/01,04:05:58,1.70480983333,174.368694,   54.1897,30.1234,34.4865,   0.1122
2015/08/01,04:06:00,1.70476716667,174.368724167,   54.5343,30.1246,34.4816,   0.1084
2015/08/01,04:06:02,1.7047235,174.368753333,   54.7709,30.1258,34.4857,   0.1104
2015/08/01,04:06:04,1.70468166667,174.368788,   54.9580,30.1265,34.4887,   0.1089
2015/08/01,04:06:06,1.7046395,174.368821333,   55.2966,30.1265,34.4842,   0.1073
2015/08/01,04:06:08,1.70459583333,174.36885,   55.6544,30.1269,34.4885,   0.1275
2015/08/01,04:06:10,1.70456,174.3688785,   56.1944,30.1289,34.4887,   0.1079
2015/08/01,04:06:12,1.7045235,174.3689145,   56.5858,30.1301,34.4894,   0.1108
2015/08/01,04:06:14,1.704479,174.368946167,   56.7501,30.1298,34.4962,   0.1155
2015/08/01,04:06:16,1.70443216667,174.3689775,   56.9277,30.1298,34.4934,   0.1053
2015/08/01,04:06:18,1.7043915,174.369008167,   57.3864,30.1317,34.4957,   0.1154
2015/08/01,04:06:20,1.70435416667,174.369040667,   57.8393,30.1338,34.4895,   0.1156
2015/08/01,04:06:22,1.70431566667,174.369074167,   58.2187,30.1378,34.4965,   0.1130
2015/08/01,04:06:24,1.70427166667,174.369108167,   58.4206,30.1386,34.5003,   0.1182
2015/08/01,04:06:26,1.70422666667,174.369139833,   58.6136,30.1388,34.5010,   0.1150
2015/08/01,04:06:28,1.70418416667,174.369171333,   58.9240,30.1426,34.4986,   0.1175
2015/08/01,04:06:30,1.70414716667,174.369203833,   59.4618,30.1440,34.4946,   0.1272
2015/08/01,04:06:32,1.70410983333,174.3692345,   59.9673,30.1460,34.5053,   0.1174
2015/08/01,04:06:34,1.70406533333,174.369263667,   60.2169,30.1484,34.5009,   0.1167
2015/08/01,04:06:36,1.70402066667,174.369301167,   60.2734,30.1491,34.5050,   0.1154
2015/08/01,04:06:38,1.70397866667,174.369338667,   60.4551,30.1505,34.5028,   0.1176
2015/08/01,04:06:40,1.70393966667,174.369371167,   60.8728,30.1502,34.5029,   0.1171
2015/08/01,04:06:42,1.703901,174.3693995,   61.3723,30.1630,34.5130,   0.1174
2015/08/01,04:06:44,1.70386083333,174.369431333,   61.7614,30.1713,34.5220,   0.1218
2015/08/01,04:06:46,1.70381916667,174.3694645,   62.1207,30.1789,34.5251,   0.1234
2015/08/01,04:06:48,1.703775,174.369498833,   62.2825,30.2127,34.5553,   0.1230
2015/08/01,04:06:50,1.70373133333,174.369530667,   62.5277,30.2128,34.5543,   0.1188
2015/08/01,04:06:52,1.70369033333,174.3695625,   62.8899,30.2166,34.5542,   0.1280
2015/08/01,04:06:54,1.70365266667,174.369595333,   63.4688,30.2238,34.5686,   0.1281
2015/08/01,04:06:56,1.703612,174.369625833,   63.9136,30.2275,34.5645,   0.1245
2015/08/01,04:06:58,1.7035715,174.369659833,   64.1252,30.2298,34.5702,   0.1294
2015/08/01,04:07:00,1.70352883333,174.369696667,   64.2768,30.2291,34.5701,   0.1261
2015/08/01,04:07:02,1.70348216667,174.3697235,   64.5738,30.2476,34.6115,   0.1268
2015/08/01,04:07:04,1.7034365,174.369748333,   64.8653,30.2556,34.6078,   0.1358
2015/08/01,04:07:06,1.703399,174.369781333,   65.3138,30.2575,34.6105,   0.1389
2015/08/01,04:07:08,1.70336133333,174.369816,   65.7359,30.2611,34.6152,   0.1328
2015/08/01,04:07:10,1.7033185,174.369847833,   66.0080,30.2622,34.6147,   0.1284
2015/08/01,04:07:12,1.70326733333,174.369875333,   65.9883,30.2610,34.6149,   0.1321
2015/08/01,04:07:14,1.7032195,174.3699055,   66.0984,30.2616,34.6149,   0.1281
2015/08/01,04:07:16,1.70318333333,174.3699335,   66.7327,30.2713,34.6406,   0.1424
2015/08/01,04:07:18,1.703148,174.369964167,   67.3757,30.3027,34.6462,   0.1401
2015/08/01,04:07:20,1.70310533333,174.3699975,   67.6196,30.3389,34.6968,   0.1388
2015/08/01,04:07:22,1.70305283333,174.370029,   67.5185,30.3209,34.6750,   0.1436
2015/08/01,04:07:24,1.70299933333,174.370054833,   67.6091,30.3305,34.6903,   0.1425
2015/08/01,04:07:26,1.702957,174.370081333,   68.0686,30.3768,34.7457,   0.1623
2015/08/01,04:07:28,1.70292083333,174.370114,   68.6916,30.3987,34.7680,   0.1645
2015/08/01,04:07:30,1.70288316667,174.370146667,   69.0898,30.4012,34.7761,   0.1607
2015/08/01,04:07:32,1.70284,174.37017,   69.4350,30.4104,34.7902,   0.1597
2015/08/01,04:07:34,1.7027875,174.3701955,   69.6035,30.4145,34.7961,   0.1848
2015/08/01,04:07:36,1.702739,174.370223333,   69.6833,30.4141,34.7927,   0.1628
2015/08/01,04:07:38,1.7026985,174.370251167,   69.9849,30.4250,34.8205,   0.1704
2015/08/01,04:07:40,1.70266166667,174.370281667,   70.6323,30.4392,34.8467,   0.1713
2015/08/01,04:07:42,1.7026195,174.370307667,   71.1642,30.4454,34.8645,   0.1706
2015/08/01,04:07:44,1.70256683333,174.370329,   71.2765,30.4492,34.8684,   0.1630
2015/08/01,04:07:46,1.7025175,174.370359833,   71.2429,30.4496,34.8704,   0.1678
2015/08/01,04:07:48,1.70247433333,174.370394833,   71.6064,30.4543,34.8748,   0.1701
2015/08/01,04:07:50,1.70243866667,174.3704185,   72.3209,30.4744,34.8959,   0.1809
2015/08/01,04:07:52,1.7023925,174.370441667,   72.7410,30.4934,34.9181,   0.1832
2015/08/01,04:07:54,1.70234233333,174.370472167,   72.7776,30.4968,34.9254,   0.1803
2015/08/01,04:07:56,1.70229166667,174.370500333,   72.8159,30.4967,34.9235,   0.1714
2015/08/01,04:07:58,1.70224966667,174.3705245,   73.2244,30.5077,34.9368,   0.1759
2015/08/01,04:08:00,1.70220983333,174.370544667,   73.8782,30.5238,34.9671,   0.1847
2015/08/01,04:08:02,1.70216516667,174.370572167,   74.2233,30.5256,34.9733,   0.1874
2015/08/01,04:08:04,1.70211833333,174.3706025,   74.4289,30.5349,34.9836,   0.1837
2015/08/01,04:08:06,1.70207133333,174.370625667,   74.7134,30.5470,35.0049,   0.1962
2015/08/01,04:08:08,1.702029,174.3706475,   75.1564,30.5630,35.0654,   0.2061
2015/08/01,04:08:10,1.70198466667,174.370672,   75.4725,30.5722,35.0827,   0.2164
2015/08/01,04:08:12,1.7019395,174.370698167,   75.8324,30.5725,35.0845,   0.2055
2015/08/01,04:08:14,1.70189416667,174.370724667,   76.1393,30.5676,35.0862,   0.2095
