Date,Time,Latitude ,Longitude ,Depth ,Temperature ,Salinity ,Fluorescence
2015/08/02,14:19:33,1.64498066667,175.101789167,    0.8172,30.2732,34.5041,   0.0000
2015/08/02,14:19:35,1.64502516667,175.10183,    1.4312,30.2966,34.5107,   0.0007
2015/08/02,14:19:37,1.64507216667,175.101868,    1.8758,30.2983,34.5163,   0.0005
2015/08/02,14:19:39,1.6451185,175.1019035,    2.1312,30.2948,34.5146,   0.0002
2015/08/02,14:19:41,1.64515733333,175.101945333,    3.0435,30.2881,34.5165,   0.0004
2015/08/02,14:19:43,1.64520016667,175.1019875,    3.4793,30.3039,34.5273,   0.0005
2015/08/02,14:19:45,1.64525016667,175.102026167,    3.9989,30.3001,34.5255,   0.0005
2015/08/02,14:19:47,1.64529083333,175.102067833,    4.9663,30.2993,34.5240,   0.0006
2015/08/02,14:19:49,1.64533333333,175.102102833,    5.6186,30.2979,34.5280,   0.0000
2015/08/02,14:19:51,1.64537516667,175.102142333,    6.3610,30.2959,34.5302,   0.0003
2015/08/02,14:19:53,1.645419,175.1021855,    7.3092,30.2961,34.5281,   0.0006
2015/08/02,14:19:55,1.645459,175.102229,    8.2694,30.2881,34.5200,   0.0005
2015/08/02,14:19:57,1.6454975,175.1022685,    9.2997,30.2879,34.5243,   0.0003
2015/08/02,14:19:59,1.64554233333,175.102306333,   10.4010,30.2849,34.5213,   0.0003
2015/08/02,14:20:01,1.64558666667,175.102343,   11.3231,30.2870,34.5273,   0.0004
2015/08/02,14:20:03,1.64562383333,175.102385833,   12.2279,30.2917,34.5281,  -0.0001
2015/08/02,14:20:05,1.64566066667,175.1024305,   13.0712,30.3218,34.5452,  -0.0000
2015/08/02,14:20:07,1.645702,175.102469167,   13.9006,30.3126,34.5463,   0.0003
2015/08/02,14:20:09,1.64574766667,175.102507167,   14.5996,30.3177,34.5525,   0.0001
2015/08/02,14:20:11,1.64578233333,175.102547667,   15.5264,30.3253,34.5574,   0.0002
2015/08/02,14:20:13,1.64581766667,175.102588333,   16.3442,30.3241,34.5588,   0.0006
2015/08/02,14:20:15,1.64585983333,175.1026255,   17.1372,30.3233,34.5616,   0.0003
2015/08/02,14:20:17,1.64590383333,175.1026655,   17.6841,30.3226,34.5601,  -0.0001
2015/08/02,14:20:19,1.645939,175.102708667,   18.2996,30.3230,34.5630,   0.0006
2015/08/02,14:20:21,1.645977,175.102747667,   19.1449,30.3219,34.5595,  -0.0001
2015/08/02,14:20:23,1.6460165,175.102786167,   19.9036,30.3208,34.5634,   0.0006
2015/08/02,14:20:25,1.64605916667,175.102825,   20.3753,30.3197,34.5586,   0.0006
2015/08/02,14:20:27,1.64610033333,175.102862,   20.9268,30.3197,34.5621,   0.0007
2015/08/02,14:20:29,1.6461385,175.102900167,   21.5290,30.3190,34.5674,   0.0003
2015/08/02,14:20:31,1.64617566667,175.102939833,   22.3071,30.3174,34.5638,   0.0006
2015/08/02,14:20:33,1.64621983333,175.102976,   22.9168,30.3168,34.5601,   0.0003
2015/08/02,14:20:35,1.64626433333,175.1030115,   23.2616,30.3176,34.5623,   0.0004
2015/08/02,14:20:37,1.646304,175.1030505,   23.7908,30.3178,34.5673,   0.0005
2015/08/02,14:20:39,1.64634716667,175.103085,   24.4393,30.3155,34.5674,   0.0007
2015/08/02,14:20:41,1.646389,175.103120833,   25.0686,30.3150,34.5680,   0.0005
2015/08/02,14:20:43,1.6464305,175.103156833,   25.5909,30.3134,34.5693,   0.0001
2015/08/02,14:20:45,1.6464735,175.1031915,   26.0956,30.3125,34.5661,   0.0001
2015/08/02,14:20:47,1.646519,175.103224833,   26.5373,30.3121,34.5626,   0.0002
2015/08/02,14:20:49,1.64656166667,175.103260333,   27.0598,30.3114,34.5679,   0.0001
2015/08/02,14:20:51,1.64660233333,175.103294833,   27.6437,30.3108,34.5715,   0.0002
2015/08/02,14:20:53,1.64664483333,175.1033305,   28.1422,30.3098,34.5692,   0.0004
2015/08/02,14:20:55,1.64669083333,175.103365333,   28.6056,30.3103,34.5670,   0.0002
2015/08/02,14:20:57,1.64673416667,175.103399833,   29.0577,30.3085,34.5696,   0.0003
2015/08/02,14:20:59,1.64677683333,175.103433333,   29.6268,30.3025,34.5726,   0.0004
2015/08/02,14:21:01,1.6468165,175.103467167,   30.2119,30.3007,34.5698,   0.0002
2015/08/02,14:21:03,1.64685916667,175.1035,   30.7421,30.3019,34.5785,   0.0007
2015/08/02,14:21:05,1.646903,175.103537333,   31.1567,30.3021,34.5779,   0.0006
2015/08/02,14:21:07,1.64694416667,175.103574167,   31.5505,30.3028,34.5813,   0.0000
2015/08/02,14:21:09,1.64698416667,175.103604833,   32.1145,30.3037,34.5798,   0.0001
2015/08/02,14:21:11,1.64702666667,175.103638167,   32.7133,30.2980,34.5795,   0.0003
2015/08/02,14:21:13,1.647074,175.103675833,   32.9337,30.2959,34.5835,   0.0002
2015/08/02,14:21:15,1.64711233333,175.103715333,   33.2406,30.2938,34.5841,   0.0002
2015/08/02,14:21:17,1.64715033333,175.103747,   33.9511,30.2890,34.5851,   0.0004
2015/08/02,14:21:19,1.64719116667,175.103776,   34.7514,30.2760,34.5849,   0.0002
2015/08/02,14:21:21,1.6472315,175.103813667,   35.0770,30.2733,34.5920,   0.0005
2015/08/02,14:21:23,1.64727216667,175.103855,   35.2350,30.2725,34.5895,   0.0004
2015/08/02,14:21:25,1.64731383333,175.103890167,   35.5706,30.2689,34.5910,  -0.0001
2015/08/02,14:21:27,1.64735183333,175.103925667,   36.1451,30.2568,34.5882,   0.0002
2015/08/02,14:21:29,1.64738833333,175.103958833,   36.8677,30.2507,34.5928,   0.0002
2015/08/02,14:21:31,1.6474305,175.1039935,   37.2795,30.2480,34.5964,   0.0005
2015/08/02,14:21:33,1.64746583333,175.104031667,   37.6923,30.2435,34.5950,   0.0003
2015/08/02,14:21:35,1.64750733333,175.104070333,   37.9393,30.2426,34.5928,   0.0005
2015/08/02,14:21:37,1.64754833333,175.104104667,   38.3291,30.2405,34.5968,   0.0005
2015/08/02,14:21:39,1.64758666667,175.104138333,   38.7523,30.2388,34.5963,   0.0000
2015/08/02,14:21:41,1.64762033333,175.1041705,   39.6387,30.2356,34.5991,   0.0002
2015/08/02,14:21:43,1.64765783333,175.104208667,   40.0967,30.2360,34.6018,   0.0001
2015/08/02,14:21:45,1.64769633333,175.104245,   40.4360,30.2361,34.6021,   0.0003
2015/08/02,14:21:47,1.64773866667,175.104280667,   40.6576,30.2362,34.6022,   0.0002
2015/08/02,14:21:49,1.64777716667,175.1043145,   41.1188,30.2365,34.6044,   0.0003
2015/08/02,14:21:51,1.64781483333,175.104349,   41.6474,30.2367,34.6016,   0.0005
2015/08/02,14:21:53,1.64784916667,175.104387,   42.2373,30.2369,34.6066,  -0.0001
2015/08/02,14:21:55,1.647888,175.104423833,   42.6298,30.2372,34.6055,   0.0004
2015/08/02,14:21:57,1.6479305,175.104456167,   42.9112,30.2368,34.6058,   0.0005
2015/08/02,14:21:59,1.647968,175.1044945,   43.2436,30.2369,34.6045,   0.0003
2015/08/02,14:22:01,1.6480015,175.104530333,   43.7563,30.2374,34.6040,  -0.0001
2015/08/02,14:22:03,1.64804233333,175.104562167,   44.2555,30.2369,34.6103,   0.0004
2015/08/02,14:22:05,1.6480815,175.104598833,   44.7056,30.2352,34.6127,   0.0004
2015/08/02,14:22:07,1.6481175,175.104638667,   44.8785,30.2334,34.6113,   0.0006
2015/08/02,14:22:09,1.64815783333,175.1046715,   45.1597,30.2332,34.6033,   0.0003
