Station, Lat, Long, Depth, Temp, Sal
1, -3.832, 187.165, 427.953, 8.9297, 34.6717
1, -3.832, 187.165, 429.038, 8.9283, 34.6713
1, -3.832, 187.165, 430.057, 8.9243, 34.6702
1, -3.832, 187.165, 431.027, 8.9107, 34.6704
1, -3.832, 187.165, 432.017, 8.8848, 34.671
1, -3.832, 187.165, 432.923, 8.8676, 34.6689
1, -3.832, 187.165, 433.887, 8.8707, 34.6648
1, -3.832, 187.165, 435.011, 8.8499, 34.6666
1, -3.832, 187.165, 436.081, 8.8203, 34.667
1, -3.832, 187.165, 436.985, 8.7548, 34.6642
1, -3.832, 187.165, 438, 8.6843, 34.6627
1, -3.832, 187.165, 438.981, 8.6791, 34.6589
1, -3.832, 187.165, 440.006, 8.675, 34.6582
1, -3.832, 187.165, 440.993, 8.6699, 34.6582
1, -3.832, 187.165, 441.951, 8.6646, 34.6584
1, -3.832, 187.165, 443.223, 8.6545, 34.6574
1, -3.832, 187.165, 443.906, 8.638, 34.6573
1, -3.832, 187.165, 444.964, 8.6348, 34.6561
1, -3.832, 187.165, 445.994, 8.6333, 34.656
1, -3.832, 187.165, 447.004, 8.6315, 34.6557
1, -3.832, 187.165, 447.942, 8.6285, 34.6556
1, -3.832, 187.165, 449.009, 8.6227, 34.6547
1, -3.832, 187.165, 449.987, 8.6064, 34.6556
1, -3.832, 187.165, 450.91, 8.6004, 34.6525
1, -3.832, 187.165, 451.995, 8.5751, 34.6541
1, -3.832, 187.165, 452.991, 8.5492, 34.6536
1, -3.832, 187.165, 453.919, 8.5249, 34.6536
1, -3.832, 187.165, 455.031, 8.5018, 34.6529
1, -3.832, 187.165, 456.055, 8.4831, 34.6503
1, -3.832, 187.165, 457.02, 8.4701, 34.6491
1, -3.832, 187.165, 457.999, 8.4677, 34.6487
1, -3.832, 187.165, 459.006, 8.4671, 34.6484
1, -3.832, 187.165, 460.053, 8.4645, 34.6485
1, -3.832, 187.165, 460.986, 8.4618, 34.6487
1, -3.832, 187.165, 461.928, 8.4591, 34.6485
1, -3.832, 187.165, 463.011, 8.4564, 34.6482
1, -3.832, 187.165, 463.817, 8.4484, 34.6478
1, -3.832, 187.165, 464.971, 8.4378, 34.646
1, -3.832, 187.165, 466.04, 8.433, 34.6463
1, -3.832, 187.165, 467.055, 8.4264, 34.6466
1, -3.832, 187.165, 467.97, 8.4175, 34.6465
1, -3.832, 187.165, 469.04, 8.3987, 34.6474
1, -3.832, 187.165, 469.92, 8.3663, 34.6451
1, -3.832, 187.165, 470.942, 8.3395, 34.643
1, -3.832, 187.165, 471.963, 8.3242, 34.6425
1, -3.832, 187.165, 472.996, 8.3066, 34.6415
1, -3.832, 187.165, 473.968, 8.2834, 34.6415
1, -3.832, 187.165, 475.029, 8.2598, 34.6408
1, -3.832, 187.165, 476.143, 8.2399, 34.6384
1, -3.832, 187.165, 476.867, 8.2178, 34.6367
1, -3.832, 187.165, 478.036, 8.1968, 34.6354
1, -3.832, 187.165, 479.02, 8.1862, 34.6356
1, -3.832, 187.165, 479.96, 8.1772, 34.6353
1, -3.832, 187.165, 481.088, 8.1654, 34.6347
1, -3.832, 187.165, 482.089, 8.1518, 34.6352
1, -3.832, 187.165, 483.143, 8.1338, 34.6358
