Lat, Long, Depth, Temp, Sal
-1.638, 185.317, 248.0371818, 11.11737273, 34.80734545
-1.638, 185.317, 258.5488, 10.92227, 34.78861
-1.638, 185.317, 268.5185, 10.84402, 34.78279
-1.638, 185.317, 278.024, 10.77437778, 34.77905556
-1.638, 185.317, 287.5421, 10.70526, 34.77391
-1.638, 185.317, 297.5265, 10.6794, 34.77194
-1.638, 185.317, 307.5331, 10.63664, 34.76886
-1.638, 185.317, 317.5216, 10.56962, 34.76461
-1.638, 185.317, 327.5194, 10.50855, 34.7606
-1.638, 185.317, 337.5122, 10.41369, 34.75502
-1.638, 185.317, 347.973, 10.33567273, 34.7499
-1.638, 185.317, 358.0232222, 10.31153333, 34.74808889
-1.638, 185.317, 367.4931, 10.2319, 34.74295
-1.638, 185.317, 377.9772727, 10.11963636, 34.73615455
-1.638, 185.317, 388.0175556, 10.0613, 34.73306667
-1.638, 185.317, 397.5037, 10.02896, 34.73112
-1.638, 185.317, 407.9726364, 9.966145455, 34.72800909
-1.638, 185.317, 418.0178889, 9.898744444, 34.72462222
-1.638, 185.317, 427.489, 9.83277, 34.72073
-1.638, 185.317, 437.991, 9.733272727, 34.71476364
-1.638, 185.317, 448.0073333, 9.684322222, 34.71107778
-1.638, 185.317, 458.0122727, 9.560054545, 34.70437273
-1.638, 185.317, 467.9665556, 9.394622222, 34.69547778
-1.638, 185.317, 477.4987, 9.22683, 34.68911
-1.638, 185.317, 487.536, 8.88305, 34.67197
-1.638, 185.317, 498.0386364, 8.663781818, 34.65925455
-1.638, 185.317, 508.4606, 8.26237, 34.63783
-1.638, 185.317, 518.4284, 7.93338, 34.61903
-1.638, 185.317, 528.4776, 7.69059, 34.6047
-1.638, 185.317, 538.0148889, 7.386711111, 34.58796667
-1.638, 185.317, 548.0561818, 7.046309091, 34.57315455
-1.638, 185.317, 557.971, 6.883177778, 34.56994444
-1.638, 185.317, 568.0401818, 6.825054545, 34.56947273
-1.638, 185.317, 577.9958889, 6.819588889, 34.56908889
-1.885, 185.092, 17.99777778, 30.24612222, 34.62383333
