Cruise	Station	Type	mon/day/yr	Lon (°E)	Lat (°N)	Bot. Depth [m]	Depth [m]	QF	Echo Amplitude [counts]	QF	East Component [mm/s]	QF	North Component [mm/s]	QF	Magnitude [mm/s]	QF	Direction [deg]	QF	Ensemble	QF	hh:mm
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		18.73	1	161	1	-160	1	161	1	227	1	315.2	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		28.73	1	149	1	-163	1	164	1	231	1	315.2	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		38.73	1	138	1	-177	1	153	1	234	1	310.8	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		48.73	1	133	1	-201	1	139	1	244	1	304.7	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		58.73	1	129	1	-233	1	165	1	286	1	305.3	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		68.73	1	124	1	-199	1	173	1	264	1	311	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		78.73	1	122	1	-188	1	171	1	254	1	312.3	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		88.73	1	116	1	-203	1	175	1	268	1	310.8	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		98.73	1	110	1	-184	1	172	1	252	1	313.1	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		108.73	1	108	1	-185	1	150	1	238	1	309	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		118.73	1	105	1	-174	1	163	1	238	1	313.1	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		128.73	1	104	1	-246	1	214	1	326	1	311	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		138.73	1	102	1	-266	1	191	1	327	1	305.7	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		148.73	1	100	1	-268	1	255	1	370	1	313.6	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		158.73	1	99	1	-243	1	255	1	352	1	316.4	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		168.73	1	96	1	-191	1	185	1	266	1	314.1	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		178.73	1	87	1	-105	1	222	1	246	1	334.7	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		188.73	1	82	1	-41	1	207	1	211	1	348.8	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		198.73	1	79	1	-10	1	197	1	197	1	357.1	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		208.73	1	70	1	-28	1	205	1	207	1	352.2	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		218.73	1	60	1	-54	1	210	1	217	1	345.6	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		228.73	1	54	1	-17	1	201	1	202	1	355.2	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		238.73	1	51	1	8	1	186	1	186	1	2.5	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		248.73	1	48	1	-3	1	145	1	145	1	358.8	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		258.73	1	44	1	-22	1	104	1	106	1	348.1	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		268.73	1	40	1	-68	1	92	1	114	1	323.5	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		278.73	1	36	1	-126	1	112	1	169	1	311.6	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		288.73	1	33	1	-130	1	90	1	158	1	304.7	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		298.73	1	33	1	-139	1	103	1	173	1	306.5	1	1	1	11:03
S254	022-1	C	8/5/2014	-174.574124	-4.69970721		308.73	1	32	1	-122	1	85	1	149	1	304.9	1	1	1	11:03
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		18.73	1	161	1	-234	1	147	1	276	1	302.1	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		28.73	1	149	1	-253	1	147	1	293	1	300.2	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		38.73	1	139	1	-262	1	137	1	296	1	297.6	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		48.73	1	133	1	-294	1	135	1	324	1	294.7	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		58.73	1	128	1	-300	1	155	1	338	1	297.3	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		68.73	1	126	1	-262	1	143	1	298	1	298.6	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		78.73	1	122	1	-260	1	156	1	303	1	301	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		88.73	1	118	1	-266	1	154	1	307	1	300.1	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		98.73	1	112	1	-246	1	144	1	285	1	300.3	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		108.73	1	108	1	-248	1	122	1	276	1	296.2	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		118.73	1	107	1	-248	1	145	1	287	1	300.3	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		128.73	1	105	1	-271	1	197	1	335	1	306	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		138.73	1	103	1	-301	1	193	1	358	1	302.7	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		148.73	1	102	1	-259	1	268	1	373	1	316	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		158.73	1	100	1	-230	1	221	1	319	1	313.9	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		168.73	1	95	1	-192	1	182	1	265	1	313.5	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		178.73	1	86	1	-135	1	177	1	223	1	322.7	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		188.73	1	82	1	-94	1	121	1	153	1	322.2	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		198.73	1	79	1	-58	1	128	1	141	1	335.6	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		208.73	1	69	1	-83	1	182	1	200	1	335.5	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		218.73	1	58	1	-74	1	211	1	224	1	340.7	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		228.73	1	50	1	-18	1	175	1	176	1	354.1	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		238.73	1	47	1	-7	1	132	1	132	1	357	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		248.73	1	46	1	-15	1	89	1	90	1	350.4	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		258.73	1	44	1	-31	1	45	1	55	1	325.4	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		268.73	1	40	1	-92	1	53	1	106	1	299.9	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		278.73	1	37	1	-121	1	46	1	129	1	290.8	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		288.73	1	35	1	-140	1	47	1	148	1	288.6	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		298.73	1	35	1	-187	1	45	1	192	1	283.5	1	2	1	11:23
S254	022-2	C	8/5/2014	-174.5803001	-4.70130513		308.73	1	33	1	-153	1	20	1	154	1	277.4	1	2	1	11:23
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		18.73	1	164	1	-226	1	175	1	286	1	307.8	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		28.73	1	150	1	-243	1	169	1	296	1	304.8	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		38.73	1	139	1	-244	1	158	1	291	1	302.9	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		48.73	1	134	1	-274	1	165	1	320	1	301.1	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		58.73	1	128	1	-279	1	183	1	334	1	303.3	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		68.73	1	124	1	-261	1	202	1	330	1	307.7	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		78.73	1	120	1	-240	1	183	1	302	1	307.3	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		88.73	1	115	1	-249	1	177	1	305	1	305.4	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		98.73	1	110	1	-226	1	174	1	285	1	307.6	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		108.73	1	108	1	-226	1	150	1	271	1	303.6	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		118.73	1	106	1	-248	1	195	1	315	1	308.2	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		128.73	1	105	1	-306	1	230	1	383	1	306.9	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		138.73	1	102	1	-290	1	259	1	389	1	311.8	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		148.73	1	101	1	-226	1	298	1	374	1	322.8	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		158.73	1	100	1	-202	1	231	1	307	1	318.8	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		168.73	1	93	1	-156	1	212	1	263	1	323.7	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		178.73	1	84	1	-107	1	192	1	220	1	330.9	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		188.73	1	81	1	-42	1	167	1	172	1	345.9	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		198.73	1	76	1	-23	1	151	1	153	1	351.3	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		208.73	1	65	1	-46	1	167	1	173	1	344.6	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		218.73	1	55	1	-10	1	173	1	173	1	356.7	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		228.73	1	50	1	32	1	148	1	151	1	12.2	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		238.73	1	48	1	59	1	116	1	130	1	27	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		248.73	1	48	1	40	1	71	1	81	1	29.4	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		258.73	1	46	1	14	1	39	1	41	1	19.7	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		268.73	1	42	1	-29	1	28	1	40	1	314	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		278.73	1	36	1	-78	1	30	1	84	1	291	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		288.73	1	34	1	-111	1	36	1	117	1	288	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		298.73	1	33	1	-133	1	23	1	135	1	279.8	1	3	1	11:43
S254	022-3	C	8/5/2014	-174.5881395	-4.69620382		308.73	1	34	1	-134	1	16	1	135	1	276.8	1	3	1	11:43
S254	022-4	C	8/5/2014	-174.5809567	-4.68482053		18.73	1	160	1	-204	1	258	1	329	1	321.7	1	4	1	12:03
S254	022-4	C	8/5/2014	-174.5809567	-4.68482053		28.73	1	148	1	-230	1	246	1	337	1	316.9	1	4	1	12:03
S254	022-4	C	8/5/2014	-174.5809567	-4.68482053		38.73	1	139	1	-244	1	231	1	336	1	313.4	1	4	1	12:03
