Cruise	Station	Type	mon/day/yr	Lon (°E)	Lat (°N)	Bot. Depth [m]	Depth [m]	QF	Echo Amplitude [counts]	QF	East Component [mm/s]	QF	North Component [mm/s]	QF	Magnitude [mm/s]	QF	Direction [deg]	QF	Ensemble	QF	hh:mm
S254	012-505	C	7/30/2014	-174.7239857	-1.77003432		318.71	1	42	1	-58	1	-53	1	79	1	227.6	1	505	1	21:10
S254	012-505	C	7/30/2014	-174.7239857	-1.77003432		328.71	1	39	1	-87	1	-83	1	120	1	226.3	1	505	1	21:10
S254	012-505	C	7/30/2014	-174.7239857	-1.77003432		338.71	1	36	1	-103	1	-97	1	141	1	226.7	1	505	1	21:10
S254	012-505	C	7/30/2014	-174.7239857	-1.77003432		348.71	1	32	1	-108	1	-97	1	145	1	228.1	1	505	1	21:10
S254	012-505	C	7/30/2014	-174.7239857	-1.77003432		358.71	1	28	1	-83	1	-110	1	138	1	217	1	505	1	21:10
S254	012-505	C	7/30/2014	-174.7239857	-1.77003432		368.71	1	28	1	-75	1	-68	1	101	1	227.8	1	505	1	21:10
S254	012-505	C	7/30/2014	-174.7239857	-1.77003432		378.71	1	29	1	-85	1	-42	1	95	1	243.7	1	505	1	21:10
S254	012-505	C	7/30/2014	-174.7239857	-1.77003432		388.71	1	33	1	-124	1	-50	1	134	1	248	1	505	1	21:10
S254	012-505	C	7/30/2014	-174.7239857	-1.77003432		398.71	1	37	1	-115	1	-73	1	136	1	237.6	1	505	1	21:10
S254	012-505	C	7/30/2014	-174.7239857	-1.77003432		408.71	1	40	1	-120	1	-106	1	160	1	228.5	1	505	1	21:10
S254	012-505	C	7/30/2014	-174.7239857	-1.77003432		418.71	1	43	1	-129	1	-130	1	183	1	224.8	1	505	1	21:10
S254	012-505	C	7/30/2014	-174.7239857	-1.77003432		428.71	1	44	1	-120	1	-130	1	177	1	222.7	1	505	1	21:10
S254	012-505	C	7/30/2014	-174.7239857	-1.77003432		438.71	1	44	1	-100	1	-106	1	146	1	223.3	1	505	1	21:10
S254	012-505	C	7/30/2014	-174.7239857	-1.77003432		448.71	1	44	1	-95	1	-117	1	151	1	219.1	1	505	1	21:10
S254	012-505	C	7/30/2014	-174.7239857	-1.77003432		458.71	1	44	1	-79	1	-96	1	124	1	219.5	1	505	1	21:10
S254	012-505	C	7/30/2014	-174.7239857	-1.77003432		468.71	1	43	1	-69	1	-71	1	99	1	224.2	1	505	1	21:10
S254	012-505	C	7/30/2014	-174.7239857	-1.77003432		478.71	1	41	1	-55	1	-76	1	94	1	215.9	1	505	1	21:10
S254	012-505	C	7/30/2014	-174.7239857	-1.77003432		488.71	1	38	1	-75	1	-40	1	85	1	241.9	1	505	1	21:10
S254	012-505	C	7/30/2014	-174.7239857	-1.77003432		498.71	1	38	1	-52	1	-42	1	67	1	231.1	1	505	1	21:10
S254	012-505	C	7/30/2014	-174.7239857	-1.77003432		508.71	1	36	1	-12	1	-43	1	45	1	195.6	1	505	1	21:10
S254	012-505	C	7/30/2014	-174.7239857	-1.77003432		518.71	1	34	1	-36	1	-34	1	50	1	226.6	1	505	1	21:10
S254	012-505	C	7/30/2014	-174.7239857	-1.77003432		528.71	1	30	1	-7	1	-67	1	67	1	186	1	505	1	21:10
S254	012-505	C	7/30/2014	-174.7239857	-1.77003432		538.71	1	29	1	-12	1	-48	1	49	1	194	1	505	1	21:10
S254	012-505	C	7/30/2014	-174.7239857	-1.77003432		548.71	1	27	1	6	1	-36	1	36	1	170.5	1	505	1	21:10
