Cruise	Station	Type	mon/day/yr	Lon (°E)	Lat (°N)	Bot. Depth [m]	Depth [m]	QF	Echo Amplitude [counts]	QF	East Component [mm/s]	QF	North Component [mm/s]	QF	Magnitude [mm/s]	QF	Direction [deg]	QF	Ensemble	QF	hh:mm
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		488.68	1	53	1		1		1		1		1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		498.68	1	52	1		1		1		1		1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		508.68	1	53	1		1		1		1		1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		518.68	1	52	1		1		1		1		1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		528.68	1	53	1		1		1		1		1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		538.68	1	52	1		1		1		1		1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		548.68	1	53	1		1		1		1		1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		558.68	1	52	1		1		1		1		1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		568.68	1	52	1		1		1		1		1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		578.68	1	52	1		1		1		1		1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		588.68	1	52	1		1		1		1		1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		598.68	1	53	1		1		1		1		1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		608.68	1	52	1		1		1		1		1	1	1	0:25
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		318.68	1	44	1	-317	1	-886	1	941	1	199.7	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		328.68	1	46	1	-315	1	-821	1	879	1	201	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		338.68	1	48	1	-316	1	-804	1	864	1	201.5	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		348.68	1	48	1	-322	1	-860	1	918	1	200.5	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		358.68	1	48	1	-338	1	-922	1	982	1	200.1	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		368.68	1	47	1	-381	1	-975	1	1047	1	201.3	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		378.68	1	47	1	-430	1	-1010	1	1098	1	203.1	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		388.68	1	47	1	-447	1	-1143	1	1227	1	201.4	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		398.68	1	48	1	-505	1	-1289	1	1384	1	201.4	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		408.68	1	50	1	-459	1	-1376	1	1451	1	198.4	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		418.68	1	52	1	-623	1	-1555	1	1675	1	201.8	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		428.68	1	55	1	-767	1	-1638	1	1809	1	205.1	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		438.68	1	57	1	-643	1	-1527	1	1657	1	202.8	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		448.68	1	59	1	-450	1	-1353	1	1426	1	198.4	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		458.68	1	61	1	-372	1	-1141	1	1200	1	198.1	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		468.68	1	62	1	-372	1	-868	1	944	1	203.2	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		478.68	1	62	1	-282	1	-545	1	614	1	207.4	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		488.68	1	58	1	-264	1	-419	1	495	1	212.2	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		498.68	1	51	1	-228	1	-529	1	576	1	203.3	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		508.68	1	42	1	-248	1	-580	1	631	1	203.2	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		518.68	1	35	1	-124	1	-447	1	464	1	195.5	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		528.68	1	29	1	-122	1	-273	1	299	1	204.1	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		538.68	1	24	1	-70	1	-349	1	356	1	191.3	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		548.68	1	21	1	-256	1	-856	1	893	1	196.7	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		558.68	1	19	1	-599	1	-2011	1	2098	1	196.6	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		568.68	1	18	1	-752	1	-2116	1	2246	1	199.6	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		578.68	1	17	1	-705	1	-2289	1	2395	1	197.1	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		588.68	1	16	1	-727	1	-2396	1	2504	1	196.9	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		598.68	1	16	1	-982	1	-2361	1	2557	1	202.6	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		608.68	1	16	1	-824	1	-2238	1	2385	1	200.2	1	2	1	0:45
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		318.68	1	18	1	-7	1	100	1	100	1	356	1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		328.68	1	21	1	-48	1	77	1	91	1	328.1	1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		338.68	1	23	1	-94	1	130	1	160	1	324.1	1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		348.68	1	25	1	-128	1	103	1	164	1	308.8	1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		358.68	1	26	1	-103	1	91	1	137	1	311.5	1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		368.68	1	25	1	-116	1	112	1	161	1	314	1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		378.68	1	25	1	-125	1	79	1	148	1	302.3	1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		388.68	1	24	1	-139	1	38	1	144	1	285.3	1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		398.68	1	22	1	-100	1	12	1	101	1	276.8	1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		408.68	1	22	1	-87	1	-5	1	87	1	266.7	1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		418.68	1	23	1	-22	1	-78	1	81	1	195.8	1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		428.68	1	26	1	141	1	-488	1	508	1	163.9	1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		438.68	1	30	1	-334	1	-901	1	961	1	200.3	1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		448.68	1	39	1	-504	1	-1082	1	1194	1	205	1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		458.68	1	43	1	-379	1	-1259	1	1315	1	196.8	1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		468.68	1	52	1	-208	1	-1253	1	1270	1	189.4	1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		478.68	1	70	1	-272	1	-842	1	885	1	197.9	1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		488.68	1	89	1	-333	1	-519	1	617	1	212.7	1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		498.68	1	100	1	-103	1	-182	1	209	1	209.5	1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		508.68	1	101	1	-16	1	-27	1	31	1	210.7	1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		518.68	1	95	1	2	1	80	1	80	1	1.4	1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		528.68	1	83	1	4	1	138	1	138	1	1.7	1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		538.68	1	70	1	7	1	86	1	86	1	4.7	1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		548.68	1	54	1	232	1	5	1	232	1	88.8	1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		558.68	1	39	1	445	1	-141	1	467	1	107.6	1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		568.68	1	28	1	531	1	-233	1	580	1	113.7	1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		578.68	1	21	1	428	1	-618	1	752	1	145.3	1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		588.68	1	17	1		1		1		1		1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		598.68	1	15	1		1		1		1		1	3	1	1:05
S254	001-3	C	7/3/2014	-157.8954543	21.21225402		608.68	1	14	1		1		1		1		1	3	1	1:05
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		318.68	1	25	1	-88	1	53	1	103	1	301.1	1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		328.68	1	26	1	-117	1	57	1	130	1	296	1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		338.68	1	27	1	-132	1	85	1	157	1	302.8	1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		348.68	1	29	1	-127	1	99	1	161	1	307.9	1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		358.68	1	32	1	-142	1	151	1	207	1	316.8	1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		368.68	1	32	1	-120	1	135	1	181	1	318.4	1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		378.68	1	31	1	-113	1	161	1	197	1	324.9	1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		388.68	1	29	1	-109	1	139	1	177	1	321.9	1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		398.68	1	27	1	-79	1	106	1	132	1	323.3	1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		408.68	1	26	1	-46	1	98	1	108	1	334.9	1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		418.68	1	26	1	-9	1	57	1	58	1	351	1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		428.68	1	26	1	64	1	-89	1	110	1	144.3	1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		438.68	1	26	1	-178	1	-283	1	334	1	212.2	1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		448.68	1	30	1	-395	1	-446	1	596	1	221.5	1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		458.68	1	32	1	-421	1	-659	1	782	1	212.6	1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		468.68	1	35	1	-366	1	-802	1	882	1	204.5	1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		478.68	1	44	1	-450	1	-654	1	794	1	214.5	1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		488.68	1	59	1	-471	1	-497	1	685	1	223.5	1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		498.68	1	72	1	-241	1	-224	1	329	1	227.1	1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		508.68	1	79	1	-117	1	-97	1	152	1	230.3	1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		518.68	1	79	1	-53	1	18	1	56	1	288.8	1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		528.68	1	73	1	-4	1	104	1	104	1	357.8	1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		538.68	1	63	1	13	1	121	1	122	1	6.1	1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		548.68	1	50	1	190	1	-26	1	192	1	97.8	1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		558.68	1	36	1	390	1	66	1	396	1	80.4	1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		568.68	1	24	1	1546	1	401	1	1597	1	75.5	1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		578.68	1	17	1		1		1		1		1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		588.68	1	14	1		1		1		1		1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		598.68	1	13	1		1		1		1		1	4	1	1:25
S254	001-4	C	7/3/2014	-157.9047448	21.1889965		608.68	1	12	1		1		1		1		1	4	1	1:25
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		318.68	1	33	1	-67	1	50	1	84	1	306.7	1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		328.68	1	33	1	-88	1	55	1	104	1	302	1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		338.68	1	31	1	-94	1	43	1	103	1	294.6	1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		348.68	1	29	1	-113	1	61	1	128	1	298.4	1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		358.68	1	28	1	-101	1	107	1	147	1	316.7	1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		368.68	1	28	1	-70	1	131	1	149	1	331.9	1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		378.68	1	26	1	-36	1	182	1	186	1	348.8	1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		388.68	1	24	1	-50	1	166	1	173	1	343.2	1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		398.68	1	24	1	-20	1	181	1	182	1	353.7	1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		408.68	1	24	1	19	1	132	1	133	1	8.2	1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		418.68	1	26	1	10	1	99	1	100	1	5.8	1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		428.68	1	27	1	-13	1	43	1	45	1	343.2	1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		438.68	1	30	1	0	1	4	1	4	1	0	1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		448.68	1	32	1	-27	1	-45	1	52	1	211	1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		458.68	1	32	1	-105	1	-103	1	147	1	225.6	1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		468.68	1	32	1	-184	1	-215	1	283	1	220.6	1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		478.68	1	31	1	-185	1	-398	1	439	1	204.9	1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		488.68	1	32	1	-162	1	-516	1	541	1	197.4	1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		498.68	1	40	1	-217	1	-574	1	614	1	200.7	1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		508.68	1	54	1	-243	1	-423	1	488	1	209.9	1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		518.68	1	72	1	-160	1	-232	1	282	1	214.6	1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		528.68	1	86	1	-66	1	-48	1	82	1	234	1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		538.68	1	86	1	-14	1	85	1	86	1	350.6	1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		548.68	1	73	1	14	1	169	1	170	1	4.7	1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		558.68	1	55	1	128	1	176	1	218	1	36	1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		568.68	1	38	1	142	1	151	1	207	1	43.2	1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		578.68	1	26	1	395	1	39	1	397	1	84.4	1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		588.68	1	18	1	623	1	122	1	635	1	78.9	1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		598.68	1	15	1		1		1		1		1	5	1	1:45
S254	001-5	C	7/3/2014	-157.9193822	21.15631169		608.68	1	14	1		1		1		1		1	5	1	1:45
S254	001-6	C	7/3/2014	-157.934192	21.12230496		318.68	1	41	1	-66	1	51	1	83	1	307.7	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		328.68	1	39	1	-70	1	52	1	87	1	306.6	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		338.68	1	36	1	-86	1	49	1	99	1	299.7	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		348.68	1	32	1	-109	1	58	1	123	1	298	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		358.68	1	28	1	-129	1	49	1	138	1	290.8	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		368.68	1	24	1	-117	1	74	1	138	1	302.3	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		378.68	1	23	1	-99	1	59	1	115	1	300.8	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		388.68	1	24	1	-95	1	77	1	122	1	309	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		398.68	1	25	1	-19	1	101	1	103	1	349.3	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		408.68	1	26	1	23	1	66	1	70	1	19.2	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		418.68	1	28	1	12	1	61	1	62	1	11.1	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		428.68	1	30	1	6	1	12	1	13	1	26.6	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		438.68	1	32	1	-17	1	14	1	22	1	309.5	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		448.68	1	33	1	-4	1	-36	1	36	1	186.3	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		458.68	1	32	1	-78	1	-99	1	126	1	218.2	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		468.68	1	32	1	-183	1	-209	1	278	1	221.2	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		478.68	1	32	1	-156	1	-329	1	364	1	205.4	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		488.68	1	33	1	-48	1	-456	1	459	1	186	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		498.68	1	38	1	-112	1	-492	1	505	1	192.8	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		508.68	1	48	1	-217	1	-458	1	507	1	205.4	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		518.68	1	64	1	-188	1	-335	1	384	1	209.3	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		528.68	1	76	1	-136	1	-168	1	216	1	219	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		538.68	1	80	1	-67	1	-16	1	69	1	256.6	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		548.68	1	74	1	-32	1	48	1	58	1	326.3	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		558.68	1	62	1	-11	1	121	1	121	1	354.8	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		568.68	1	48	1	145	1	78	1	165	1	61.7	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		578.68	1	36	1	228	1	-37	1	231	1	99.2	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		588.68	1	27	1	277	1	-342	1	440	1	141	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		598.68	1	21	1	-621	1	-2099	1	2189	1	196.5	1	6	1	2:05
S254	001-6	C	7/3/2014	-157.934192	21.12230496		608.68	1	17	1	-40	1	-2732	1	2732	1	180.8	1	6	1	2:05
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		318.68	1	39	1	-114	1	-17	1	115	1	261.5	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		328.68	1	38	1	-117	1	23	1	119	1	281.1	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		338.68	1	37	1	-111	1	24	1	114	1	282.2	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		348.68	1	34	1	-121	1	39	1	127	1	287.9	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		358.68	1	32	1	-96	1	59	1	113	1	301.6	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		368.68	1	29	1	-97	1	39	1	105	1	291.9	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		378.68	1	28	1	-83	1	16	1	85	1	280.9	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		388.68	1	31	1	-60	1	27	1	66	1	294.2	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		398.68	1	34	1	5	1	42	1	42	1	6.8	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		408.68	1	36	1	14	1	37	1	40	1	20.7	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		418.68	1	38	1	-41	1	26	1	49	1	302.4	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		428.68	1	38	1	-43	1	27	1	51	1	302.1	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		438.68	1	38	1	-54	1	25	1	60	1	294.8	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		448.68	1	36	1	-72	1	23	1	76	1	287.7	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		458.68	1	35	1	-56	1	-13	1	57	1	256.9	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		468.68	1	35	1	-101	1	-93	1	137	1	227.4	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		478.68	1	36	1	-102	1	-192	1	217	1	208	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		488.68	1	36	1	-57	1	-246	1	253	1	193	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		498.68	1	38	1	-75	1	-287	1	297	1	194.6	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		508.68	1	44	1	-190	1	-359	1	406	1	207.9	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		518.68	1	52	1	-222	1	-352	1	416	1	212.2	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		528.68	1	58	1	-163	1	-321	1	360	1	206.9	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		538.68	1	60	1	-90	1	-274	1	288	1	198.2	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		548.68	1	60	1	-50	1	-182	1	189	1	195.4	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		558.68	1	58	1	-79	1	-127	1	150	1	211.9	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		568.68	1	57	1	-22	1	-70	1	73	1	197.4	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		578.68	1	53	1	41	1	-136	1	142	1	163.2	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		588.68	1	47	1	-98	1	-197	1	220	1	206.4	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		598.68	1	40	1	-23	1	-39	1	45	1	210.5	1	7	1	2:25
S254	001-7	C	7/3/2014	-157.9476395	21.08912696		608.68	1	33	1	-229	1	-258	1	345	1	221.6	1	7	1	2:25
S254	001-8	C	7/3/2014	-157.9617397	21.05653963		318.68	1	36	1	-106	1	-31	1	110	1	253.7	1	8	1	2:45
