Cruise	Station	Type	mon/day/yr	Lon (°E)	Lat (°N)	Bot. Depth [m]	Depth [m]	QF	Echo Amplitude [counts]	QF	East Component [mm/s]	QF	North Component [mm/s]	QF	Magnitude [mm/s]	QF	Direction [deg]	QF	Ensemble	QF	hh:mm
S254	003-1	C	7/4/2014	-159.3245955	17.76876854		18.68	1	146	1	-88	1	247	1	262	1	340.4	1	1	1	17:10
S254	003-1	C	7/4/2014	-159.3245955	17.76876854		28.68	1	135	1	-86	1	282	1	295	1	343	1	1	1	17:10
S254	003-1	C	7/4/2014	-159.3245955	17.76876854		38.68	1	126	1	-81	1	287	1	298	1	344.2	1	1	1	17:10
S254	003-1	C	7/4/2014	-159.3245955	17.76876854		48.68	1	121	1	-60	1	227	1	235	1	345.2	1	1	1	17:10
S254	003-1	C	7/4/2014	-159.3245955	17.76876854		58.68	1	124	1	-44	1	158	1	164	1	344.4	1	1	1	17:10
S254	003-1	C	7/4/2014	-159.3245955	17.76876854		68.68	1	120	1	-72	1	88	1	114	1	320.7	1	1	1	17:10
S254	003-1	C	7/4/2014	-159.3245955	17.76876854		78.68	1	112	1	-46	1	104	1	114	1	336.1	1	1	1	17:10
S254	003-1	C	7/4/2014	-159.3245955	17.76876854		88.68	1	106	1	-42	1	116	1	123	1	340.1	1	1	1	17:10
S254	003-1	C	7/4/2014	-159.3245955	17.76876854		98.68	1	98	1	-67	1	103	1	123	1	327	1	1	1	17:10
S254	003-1	C	7/4/2014	-159.3245955	17.76876854		108.68	1	91	1	-90	1	136	1	163	1	326.5	1	1	1	17:10
S254	003-1	C	7/4/2014	-159.3245955	17.76876854		118.68	1	86	1	-96	1	158	1	185	1	328.7	1	1	1	17:10
S254	003-1	C	7/4/2014	-159.3245955	17.76876854		128.68	1	80	1	-112	1	139	1	179	1	321.1	1	1	1	17:10
S254	003-1	C	7/4/2014	-159.3245955	17.76876854		138.68	1	77	1	-102	1	98	1	141	1	313.9	1	1	1	17:10
