Cruise	Station	Type	mon/day/yr	Lon (°E)	Lat (°N)	Bot. Depth [m]	Depth [m]	QF	Echo Amplitude [counts]	QF	East Component [mm/s]	QF	North Component [mm/s]	QF	Magnitude [mm/s]	QF	Direction [deg]	QF	Ensemble	QF	hh:mm
S254	007-1	C	7/17/2014	-171.1134082	-3.12466663		318.7	1	25	1	15	1	-44	1	46	1	161.2	1	1	1	22:02
S254	007-1	C	7/17/2014	-171.1134082	-3.12466663		328.7	1	24	1	9	1	-70	1	71	1	172.7	1	1	1	22:02
S254	007-1	C	7/17/2014	-171.1134082	-3.12466663		338.7	1	22	1	-7	1	-45	1	46	1	188.8	1	1	1	22:02
S254	007-1	C	7/17/2014	-171.1134082	-3.12466663		348.7	1	22	1	-13	1	-64	1	65	1	191.5	1	1	1	22:02
S254	007-1	C	7/17/2014	-171.1134082	-3.12466663		358.7	1	22	1	30	1	-57	1	64	1	152.2	1	1	1	22:02
S254	007-1	C	7/17/2014	-171.1134082	-3.12466663		368.7	1	21	1	51	1	-63	1	81	1	141	1	1	1	22:02
S254	007-1	C	7/17/2014	-171.1134082	-3.12466663		378.7	1	22	1	38	1	-96	1	103	1	158.4	1	1	1	22:02
S254	007-1	C	7/17/2014	-171.1134082	-3.12466663		388.7	1	24	1	11	1	-96	1	97	1	173.5	1	1	1	22:02
S254	007-1	C	7/17/2014	-171.1134082	-3.12466663		398.7	1	28	1	11	1	-83	1	84	1	172.5	1	1	1	22:02
S254	007-1	C	7/17/2014	-171.1134082	-3.12466663		408.7	1	31	1	-4	1	-55	1	55	1	184.2	1	1	1	22:02
S254	007-1	C	7/17/2014	-171.1134082	-3.12466663		418.7	1	34	1	26	1	-61	1	66	1	156.9	1	1	1	22:02
S254	007-1	C	7/17/2014	-171.1134082	-3.12466663		428.7	1	36	1	47	1	-59	1	75	1	141.5	1	1	1	22:02
S254	007-1	C	7/17/2014	-171.1134082	-3.12466663		438.7	1	36	1	69	1	-27	1	74	1	111.4	1	1	1	22:02
