Cruise	Station	Type	mon/day/yr	Lon (°E)	Lat (°N)	Bot. Depth [m]	Depth [m]	QF	Echo Amplitude [counts]	QF	East Component [mm/s]	QF	North Component [mm/s]	QF	Magnitude [mm/s]	QF	Direction [deg]	QF	Ensemble	QF	hh:mm
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		18.68	1	150	1	-238	1	-128	1	270	1	241.7	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		28.68	1	135	1	-209	1	-139	1	251	1	236.4	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		38.68	1	128	1	-172	1	-181	1	250	1	223.5	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		48.68	1	127	1	-145	1	-191	1	240	1	217.2	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		58.68	1	125	1	-146	1	-180	1	232	1	219	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		68.68	1	123	1	-108	1	-161	1	194	1	213.9	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		78.68	1	114	1	-79	1	-124	1	147	1	212.5	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		88.68	1	107	1	-105	1	-115	1	156	1	222.4	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		98.68	1	102	1	-165	1	-108	1	197	1	236.8	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		108.68	1	98	1	-136	1	-79	1	157	1	239.8	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		118.68	1	96	1	-144	1	-43	1	150	1	253.4	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		128.68	1	93	1	-144	1	-44	1	151	1	253	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		138.68	1	89	1	-103	1	-73	1	126	1	234.7	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		148.68	1	85	1	-92	1	-97	1	134	1	223.5	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		158.68	1	83	1	-132	1	-56	1	143	1	247	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		168.68	1	75	1	-150	1	-23	1	152	1	261.3	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		178.68	1	64	1	-156	1	-26	1	158	1	260.5	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		188.68	1	54	1	-154	1	-20	1	155	1	262.6	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		198.68	1	44	1	-139	1	-35	1	143	1	255.9	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		208.68	1	38	1	-130	1	-52	1	140	1	248.2	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		218.68	1	35	1	-122	1	-54	1	133	1	246.1	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		228.68	1	35	1	-73	1	-53	1	90	1	234	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		238.68	1	36	1	-41	1	-44	1	60	1	223	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		248.68	1	38	1	-39	1	-77	1	86	1	206.9	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		258.68	1	40	1	-47	1	-75	1	89	1	212.1	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		268.68	1	41	1	-18	1	-71	1	73	1	194.2	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		278.68	1	40	1	-26	1	-78	1	82	1	198.4	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		288.68	1	39	1	-42	1	-85	1	95	1	206.3	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		298.68	1	38	1	-28	1	-52	1	59	1	208.3	1	1	1	16:35
S254	004-1	C	7/6/2014	-161.5443448	13.98458535		308.68	1	36	1	-33	1	-66	1	74	1	206.6	1	1	1	16:35
S254	004-2	C	7/6/2014	-161.565042	13.95475063		18.68	1	149	1	-253	1	-98	1	271	1	248.8	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		28.68	1	136	1	-223	1	-97	1	243	1	246.5	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		38.68	1	126	1	-195	1	-128	1	233	1	236.7	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		48.68	1	122	1	-164	1	-155	1	226	1	226.6	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		58.68	1	122	1	-129	1	-155	1	202	1	219.8	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		68.68	1	125	1	-68	1	-128	1	145	1	208	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		78.68	1	117	1	-12	1	-89	1	90	1	187.7	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		88.68	1	106	1	-50	1	-71	1	87	1	215.2	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		98.68	1	99	1	-99	1	-100	1	141	1	224.7	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		108.68	1	96	1	-71	1	-49	1	86	1	235.4	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		118.68	1	96	1	-103	1	-18	1	105	1	260.1	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		128.68	1	94	1	-124	1	-19	1	125	1	261.3	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		138.68	1	90	1	-96	1	-54	1	110	1	240.6	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		148.68	1	86	1	-92	1	-65	1	113	1	234.8	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		158.68	1	82	1	-120	1	-65	1	136	1	241.6	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		168.68	1	78	1	-149	1	-29	1	152	1	259	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		178.68	1	70	1	-124	1	-20	1	126	1	260.8	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		188.68	1	58	1	-115	1	12	1	116	1	276	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		198.68	1	46	1	-120	1	-26	1	123	1	257.8	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		208.68	1	37	1	-132	1	-62	1	146	1	244.8	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		218.68	1	31	1	-132	1	-52	1	142	1	248.5	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		228.68	1	30	1	-87	1	-82	1	120	1	226.7	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		238.68	1	31	1	-61	1	-58	1	84	1	226.4	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		248.68	1	30	1	-39	1	-82	1	91	1	205.4	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		258.68	1	30	1	-17	1	-104	1	105	1	189.3	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		268.68	1	30	1	-3	1	-100	1	100	1	181.7	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		278.68	1	30	1	-20	1	-116	1	118	1	189.8	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		288.68	1	30	1	-21	1	-93	1	95	1	192.7	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		298.68	1	30	1	-11	1	-91	1	92	1	186.9	1	2	1	16:55
S254	004-2	C	7/6/2014	-161.565042	13.95475063		308.68	1	30	1	-31	1	-106	1	110	1	196.3	1	2	1	16:55
S254	004-3	C	7/6/2014	-161.5855016	13.92506302		18.68	1	150	1	-227	1	-79	1	240	1	250.8	1	3	1	17:15
S254	004-3	C	7/6/2014	-161.5855016	13.92506302		28.68	1	138	1	-224	1	-88	1	241	1	248.6	1	3	1	17:15
S254	004-3	C	7/6/2014	-161.5855016	13.92506302		38.68	1	124	1	-202	1	-101	1	226	1	243.4	1	3	1	17:15
S254	004-3	C	7/6/2014	-161.5855016	13.92506302		48.68	1	121	1	-171	1	-136	1	218	1	231.5	1	3	1	17:15
S254	004-3	C	7/6/2014	-161.5855016	13.92506302		58.68	1	124	1	-116	1	-140	1	182	1	219.6	1	3	1	17:15
S254	004-3	C	7/6/2014	-161.5855016	13.92506302		68.68	1	123	1	-53	1	-89	1	104	1	210.8	1	3	1	17:15
S254	004-3	C	7/6/2014	-161.5855016	13.92506302		78.68	1	111	1	-15	1	-60	1	62	1	194	1	3	1	17:15
S254	004-3	C	7/6/2014	-161.5855016	13.92506302		88.68	1	102	1	-50	1	-59	1	77	1	220.3	1	3	1	17:15
