Cruise	Station	Type	mon/day/yr	Lon (°E)	Lat (°N)	Bot. Depth [m]	Depth [m]	QF	Echo Amplitude [counts]	QF	East Component [mm/s]	QF	North Component [mm/s]	QF	Magnitude [mm/s]	QF	Direction [deg]	QF	Ensemble	QF	hh:mm
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		18.68	1	189	1	-212	1	-412	1	463	1	207.2	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		28.68	1	168	1	-449	1	-665	1	802	1	214	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		38.68	1	146	1	-438	1	-651	1	785	1	213.9	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		48.68	1	137	1	-409	1	-787	1	887	1	207.5	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		58.68	1	126	1	-421	1	-921	1	1013	1	204.6	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		68.68	1	114	1	-472	1	-1010	1	1115	1	205	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		78.68	1	106	1	-484	1	-1049	1	1155	1	204.8	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		88.68	1	99	1	-480	1	-1062	1	1165	1	204.3	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		98.68	1	92	1	-516	1	-1076	1	1193	1	205.6	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		108.68	1	84	1	-505	1	-1131	1	1239	1	204.1	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		118.68	1	79	1	-519	1	-1139	1	1252	1	204.5	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		128.68	1	76	1	-473	1	-1121	1	1217	1	202.9	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		138.68	1	72	1	-515	1	-1106	1	1220	1	205	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		148.68	1	69	1	-511	1	-1154	1	1262	1	203.9	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		158.68	1	66	1	-622	1	-1243	1	1390	1	206.6	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		168.68	1	64	1	-623	1	-1106	1	1269	1	209.4	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		178.68	1	63	1	-549	1	-1111	1	1239	1	206.3	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		188.68	1	61	1	-711	1	-1169	1	1368	1	211.3	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		198.68	1	59	1	-647	1	-1385	1	1529	1	205	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		208.68	1	58	1	-658	1	-1333	1	1487	1	206.3	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		218.68	1	57	1	-771	1	-1447	1	1640	1	208	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		228.68	1	57	1	-572	1	-1364	1	1479	1	202.8	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		238.68	1	58	1	-678	1	-1195	1	1374	1	209.6	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		248.68	1	56	1	-753	1	-1254	1	1463	1	211	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		258.68	1	56	1	-728	1	-1294	1	1485	1	209.4	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		268.68	1	55	1	-514	1	-1213	1	1317	1	203	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		278.68	1	55	1	-611	1	-1399	1	1527	1	203.6	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		288.68	1	54	1	-673	1	-1356	1	1514	1	206.4	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		298.68	1	54	1	-500	1	-1401	1	1488	1	199.6	1	1	1	0:25
S254	001-1	C	7/3/2014	-157.8664563	21.28011969		308.68	1	55	1	-551	1	-1521	1	1618	1	199.9	1	1	1	0:25
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		18.68	1	161	1	160	1	23	1	162	1	81.8	1	2	1	0:45
S254	001-2	C	7/3/2014	-157.8794804	21.2418672		28.68	1	145	1	188	1	11	1	188	1	86.7	1	2	1	0:45
